Presentacion ml,Fecha,Hora,Tiempo 0,Tiempo 1,Tiempo 2,Tiempo 3,Tiempo 4,Temperatura Zona 1,Temperatura Zona 2,Temperatura Zona 3,Temperatura Zona 4,Temperatura Zona 5,Temperatura Zona 6,Temperatura Zona 7,Maquina,Produccion Aceptada,Botella Defectuosa,Produccion Total,Preforma,Turno,Numero de bolsas,Numero de lote,Empleado,Color,Supervisor,Reviso,Observaciones,Goal de piezas,Goal de bolsas,Goal Total
500,29/04/2021,13:00,0.50,1.40,2.00,1.80,1.80,385.00,360.00,389.00,367.10,0.00,0.00,0.00,2.00,4275.00,432.00,4707.00,0.00,1.00,19.00,Uknown,Polo - Oliver,Cristal,Uknown,Oliver- Evelin,"229 Segunda, 130 Desperdicio, Precalentada 45, Calentada 28, 19 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,14:00,0.50,1.40,2.00,1.80,1.80,385.00,360.00,389.00,367.10,0.00,0.00,0.00,2.00,4275.00,432.00,4707.00,0.00,1.00,19.00,Uknown,Polo - Oliver,Cristal,Uknown,Oliver- Evelin,"229 Segunda, 130 Desperdicio, Precalentada 45, Calentada 28, 19 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,15:00,0.50,1.40,2.00,1.80,1.80,385.00,360.00,389.00,367.10,0.00,0.00,0.00,2.00,4275.00,432.00,4707.00,0.00,1.00,19.00,Uknown,Polo - Oliver,Cristal,Uknown,Oliver- Evelin,"229 Segunda, 130 Desperdicio, Precalentada 45, Calentada 28, 19 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,16:00,0.50,1.40,2.00,1.80,1.80,385.00,360.00,389.00,367.10,0.00,0.00,0.00,2.00,4275.00,432.00,4707.00,0.00,1.00,19.00,Uknown,Polo - Oliver,Cristal,Uknown,Oliver- Evelin,"229 Segunda, 130 Desperdicio, Precalentada 45, Calentada 28, 19 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,17:00,0.50,1.40,2.00,1.80,1.80,385.00,360.00,389.00,367.00,0.00,0.00,0.00,2.00,4275.00,432.00,4707.00,0.00,1.00,19.00,Uknown,Polo - Oliver,Cristal,Uknown,Oliver- Evelin,"229 Segunda, 130 Desperdicio, Precalentada 45, Calentada 28, 19 bolsas de 225",NONE,NONE,NONE
500,23/04/2021,07:00,1.00,1.40,1.80,1.80,1.80,468.00,381.00,384.00,377.90,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,08:00,1.00,1.40,1.80,1.80,1.80,468.00,381.00,384.00,377.90,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,09:00,1.00,1.40,1.80,1.80,1.80,430.00,376.00,387.00,381.90,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,10:00,1.00,1.40,1.80,1.80,1.80,430.00,376.00,387.00,381.90,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,11:00,1.00,1.40,1.80,1.80,1.80,430.00,362.00,385.00,384.80,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,12:00,1.00,1.40,1.80,1.80,1.80,400.00,343.00,380.00,383.00,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,13:00,1.00,1.40,1.80,1.80,1.80,400.00,343.00,380.00,383.00,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,14:00,1.00,1.40,1.80,1.80,1.80,400.00,343.00,380.00,383.00,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,15:00,1.00,1.40,1.80,1.80,1.80,400.00,343.00,380.00,383.00,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,16:00,1.00,1.40,1.80,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,23/04/2021,17:00,1.00,1.40,1.80,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5625.00,902.00,6527.00,20.60,1.00,25.00,Uknown,"Rayo, Oliver, Evelyn",Cristal,Uknown,"Rayo,Oliver,Evelin","810 Segunda,22 Calentada,32 Precalentada, 38 Desperdicio",NONE,NONE,NONE
500,30/04/2021,07:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,08:00,0.80,1.50,1.70,1.80,1.80,392.00,390.00,397.00,387.10,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,09:00,0.80,1.50,1.70,1.80,1.80,392.00,390.00,397.00,387.10,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,10:00,0.80,1.50,1.70,1.80,1.80,388.00,389.00,396.00,386.10,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,11:00,0.80,1.50,1.70,1.80,1.80,388.00,389.00,396.00,386.10,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,12:00,0.80,1.50,1.70,1.80,1.80,386.00,387.00,393.00,381.10,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,13:00,0.80,1.50,1.70,1.80,1.80,385.00,387.00,393.00,381.10,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,30/04/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3150.00,367.00,3517.00,20.60,1.00,14.00,Uknown,Rayo,Cristal,Leopoldo,Oliver,"315 Segunda, 14 Precalentado, 25 Quemada, 13 Desperdicio",NONE,NONE,NONE
500,29/04/2021,07:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,34.90,379.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,08:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,34.90,379.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,09:00,1.00,1.40,1.50,1.80,1.80,0.00,363.00,346.00,382.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,10:00,1.00,1.40,1.50,1.80,1.80,0.00,368.00,352.00,376.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,11:00,1.00,1.40,1.50,1.80,1.80,0.00,363.00,346.00,372.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,12:00,1.00,1.40,1.50,1.80,1.80,0.00,363.00,346.00,372.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,13:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,347.00,360.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,14:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,347.00,360.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,15:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,347.00,360.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,16:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,347.00,360.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,29/04/2021,17:00,1.00,1.40,1.50,1.80,1.80,0.00,362.00,346.00,360.00,0.00,0.00,0.00,1.00,5850.00,603.00,6453.00,20.00,1.00,26.00,Uknown,Gerardo Beta,Cristal,Guiliano,Polo,"432 Segunda, 6 Precalentada, 160 Desperdicio, 5 Calentado, 26 bolsas de 225",NONE,NONE,NONE
500,30/04/2021,07:00,1.00,1.40,1.50,1.80,1.80,0.00,365.00,350.00,379.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,08:00,1.00,1.40,1.50,1.80,1.80,0.00,365.00,350.00,379.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,09:00,1.00,1.40,1.50,1.80,1.80,0.00,365.00,350.00,379.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,10:00,1.00,1.40,1.50,1.80,1.80,0.00,368.00,350.00,381.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,11:00,1.00,1.40,1.50,1.80,1.80,0.00,373.00,355.00,374.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,12:00,1.00,1.40,1.50,1.80,1.80,0.00,364.00,363.00,363.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,13:00,1.00,1.40,1.50,1.80,1.80,0.00,364.00,363.00,363.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,30/04/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3375.00,501.00,3876.00,20.00,1.00,15.00,Uknown,"Gerardo, Berta",Cristal,Guiliano,Polo,"Paramos a la 1 para que pintaran. 348 Segunda, 0 Calentada 7 Precalentada, 146 Desperdicio",NONE,NONE,NONE
500,04/05/2021,07:00,0.90,1.40,1.80,1.80,1.80,468.00,375.00,361.00,399.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,08:00,0.90,1.40,1.80,1.80,1.80,446.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,09:00,0.90,1.40,1.80,1.80,1.80,446.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,10:00,0.90,1.40,1.80,1.80,1.80,446.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,11:00,0.90,1.40,1.80,1.80,1.80,446.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,12:00,0.90,1.40,1.80,1.80,1.80,446.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,13:00,0.90,1.40,1.80,1.80,1.80,446.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,14:00,0.90,1.40,1.80,1.80,1.80,439.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,15:00,0.90,1.40,1.80,1.80,1.80,439.00,357.00,355.00,405.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,16:00,0.90,1.40,1.80,1.80,1.80,498.00,365.00,365.00,368.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,04/05/2021,17:00,0.90,1.50,1.80, ,1.80,498.00,365.00,365.00,368.00,0.00,0.00,0.00,2.00,5400.00,580.00,5980.00,20.00,1.00,24.00,Uknown,Rayo,Cristal,Guiliano,Uknown,"414 Segunda, 34 Precalentada, 105 Desperdicios, 27 Quemada",NONE,NONE,NONE
500,03/05/2021,07:00,0.90,1.40,1.80,1.80,1.80,468.00,375.00,365.00,392.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,08:00,0.90,1.40,1.80,1.80,1.80,468.00,375.00,365.00,392.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,09:00,0.90,1.40,1.80,1.80,1.80,468.00,375.00,365.00,392.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,10:00,0.90,1.40,1.80,1.80,1.80,445.00,375.00,365.00,393.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,11:00,0.90,1.40,1.80,1.80,1.80,445.00,375.00,365.00,398.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,12:00,0.90,1.40,1.80,1.80,1.80,444.00,375.00,365.00,393.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,13:00,0.90,1.40,1.80,1.80,1.80,434.00,375.00,365.00,393.00,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,14:00,0.90,1.40,1.80,1.80,1.80,430.00,368.00,361.00,390.80,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,15:00,0.90,1.40,1.80,1.80,1.80,430.00,368.00,361.00,390.80,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,16:00,0.90,1.40,1.80,1.80,1.80,430.00,368.00,361.00,390.80,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,03/05/2021,17:00,0.90,1.40,1.80,1.80,1.80,430.00,368.00,361.00,390.80,0.00,0.00,0.00,2.00,4950.00,824.00,5774.00,20.60,1.00,22.00,Uknown,"Rayo, Gerardo, Evelyn",Cristal,Guiliano,"Evelyn, Rayo","576 Segunda, 20 Precalentada, 177 Desperdicio, 31 Quemada",NONE,NONE,NONE
500,06/05/2021,07:00,0.90,1.50,2.00,1.80,1.80,443.00,355.00,399.00,386.50,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,08:00,0.90,1.50,2.00,1.80,1.80,442.00,348.00,396.00,390.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,09:00,0.90,1.50,2.00,1.80,1.80,444.00,368.00,398.00,392.90,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,10:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,11:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,12:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,13:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
500,06/05/2021,14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00,1.00,0.00,Uknown,Berta,Cristal,Guiliano,Polo,Se paro a las 9 am por falta de preforma,NONE,NONE,NONE
